year,host,date,round,venue,attendance,home_team,away_team,home_score,away_score,went_to_shootout,home_red_cards,away_red_cards,total_goals,result,host_playing,host_won
2022,Qatar,2022-12-18,Final,"Lusail Iconic Stadium, Lusail",88966,Argentina,France,3,3,1,0,0,6,draw,0,
2022,Qatar,2022-12-17,Third-place match,"Khalifa International Stadium, Doha",44137,Croatia,Morocco,2,1,0,0,0,3,home_win,0,
2022,Qatar,2022-12-14,Semi-finals,"Al Bayt Stadium, Al Khor",68294,France,Morocco,2,0,0,0,0,2,home_win,0,
2022,Qatar,2022-12-13,Semi-finals,"Lusail Iconic Stadium, Lusail",88966,Argentina,Croatia,3,0,0,0,0,3,home_win,0,
2022,Qatar,2022-12-10,Quarter-finals,"Al Thumama Stadium, ath-Thumāma",44198,Morocco,Portugal,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-12-10,Quarter-finals,"Al Bayt Stadium, Al Khor",68895,England,France,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-12-09,Quarter-finals,"Education City Stadium, Doha",43893,Croatia,Brazil,1,1,1,0,0,2,draw,0,
2022,Qatar,2022-12-09,Quarter-finals,"Lusail Iconic Stadium, Lusail",88235,Netherlands,Argentina,2,2,1,0,0,4,draw,0,
2022,Qatar,2022-12-06,Round of 16,"Education City Stadium, Doha",44667,Morocco,Spain,0,0,1,0,0,0,draw,0,
2022,Qatar,2022-12-06,Round of 16,"Lusail Iconic Stadium, Lusail",83720,Portugal,Switzerland,6,1,0,0,0,7,home_win,0,
2022,Qatar,2022-12-05,Round of 16,"Al Janoub Stadium, Al Wakrah",42523,Japan,Croatia,1,1,1,0,0,2,draw,0,
2022,Qatar,2022-12-05,Round of 16,"Stadium 974, Doha",43847,Brazil,Korea Republic,4,1,0,0,0,5,home_win,0,
2022,Qatar,2022-12-04,Round of 16,"Al Thumama Stadium, ath-Thumāma",40989,France,Poland,3,1,0,0,0,4,home_win,0,
2022,Qatar,2022-12-04,Round of 16,"Al Bayt Stadium, Al Khor",65985,England,Senegal,3,0,0,0,0,3,home_win,0,
2022,Qatar,2022-12-03,Round of 16,"Khalifa International Stadium, Doha",44846,Netherlands,United States,3,1,0,0,0,4,home_win,0,
2022,Qatar,2022-12-03,Round of 16,"Ahmed bin Ali Stadium, Umm al-Afā'ī",45032,Argentina,Australia,2,1,0,0,0,3,home_win,0,
2022,Qatar,2022-12-02,Group stage,"Education City Stadium, Doha",44097,Korea Republic,Portugal,2,1,0,0,0,3,home_win,0,
2022,Qatar,2022-12-02,Group stage,"Al Janoub Stadium, Al Wakrah",43443,Ghana,Uruguay,0,2,0,0,0,2,away_win,0,
2022,Qatar,2022-12-02,Group stage,"Lusail Iconic Stadium, Lusail",85986,Cameroon,Brazil,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-12-02,Group stage,"Stadium 974, Doha",41378,Serbia,Switzerland,2,3,0,0,0,5,away_win,0,
2022,Qatar,2022-12-01,Group stage,"Al Thumama Stadium, ath-Thumāma",43102,Canada,Morocco,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-12-01,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",43984,Croatia,Belgium,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-12-01,Group stage,"Al Bayt Stadium, Al Khor",67054,Costa Rica,Germany,2,4,0,0,0,6,away_win,0,
2022,Qatar,2022-12-01,Group stage,"Khalifa International Stadium, Doha",44851,Japan,Spain,2,1,0,0,0,3,home_win,0,
2022,Qatar,2022-11-30,Group stage,"Al Janoub Stadium, Al Wakrah",41232,Australia,Denmark,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-11-30,Group stage,"Education City Stadium, Doha",43627,Tunisia,France,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-11-30,Group stage,"Lusail Iconic Stadium, Lusail",84985,Saudi Arabia,Mexico,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-11-30,Group stage,"Stadium 974, Doha",44089,Poland,Argentina,0,2,0,0,0,2,away_win,0,
2022,Qatar,2022-11-29,Group stage,"Khalifa International Stadium, Doha",44569,Ecuador,Senegal,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-11-29,Group stage,"Al Bayt Stadium, Al Khor",66784,Netherlands,Qatar,2,0,0,0,0,2,home_win,1,0.0
2022,Qatar,2022-11-29,Group stage,"Al Thumama Stadium, ath-Thumāma",42127,IR Iran,United States,0,1,0,0,0,1,away_win,0,
2022,Qatar,2022-11-29,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",44297,Wales,England,0,3,0,0,0,3,away_win,0,
2022,Qatar,2022-11-28,Group stage,"Al Janoub Stadium, Al Wakrah",39789,Cameroon,Serbia,3,3,0,0,0,6,draw,0,
2022,Qatar,2022-11-28,Group stage,"Education City Stadium, Doha",43983,Korea Republic,Ghana,2,3,0,1,0,5,away_win,0,
2022,Qatar,2022-11-28,Group stage,"Stadium 974, Doha",43649,Brazil,Switzerland,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-11-28,Group stage,"Lusail Iconic Stadium, Lusail",88668,Portugal,Uruguay,2,0,0,0,0,2,home_win,0,
2022,Qatar,2022-11-27,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",41479,Japan,Costa Rica,0,1,0,0,0,1,away_win,0,
2022,Qatar,2022-11-27,Group stage,"Al Thumama Stadium, ath-Thumāma",43738,Belgium,Morocco,0,2,0,0,0,2,away_win,0,
2022,Qatar,2022-11-27,Group stage,"Khalifa International Stadium, Doha",44374,Croatia,Canada,4,1,0,0,0,5,home_win,0,
2022,Qatar,2022-11-27,Group stage,"Al Bayt Stadium, Al Khor",68895,Spain,Germany,1,1,0,0,0,2,draw,0,
2022,Qatar,2022-11-26,Group stage,"Al Janoub Stadium, Al Wakrah",41823,Tunisia,Australia,0,1,0,0,0,1,away_win,0,
2022,Qatar,2022-11-26,Group stage,"Education City Stadium, Doha",44259,Poland,Saudi Arabia,2,0,0,0,0,2,home_win,0,
2022,Qatar,2022-11-26,Group stage,"Stadium 974, Doha",42860,France,Denmark,2,1,0,0,0,3,home_win,0,
2022,Qatar,2022-11-26,Group stage,"Lusail Iconic Stadium, Lusail",88966,Argentina,Mexico,2,0,0,0,0,2,home_win,0,
2022,Qatar,2022-11-25,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",40875,Wales,IR Iran,0,2,0,1,0,2,away_win,0,
2022,Qatar,2022-11-25,Group stage,"Al Thumama Stadium, ath-Thumāma",41797,Qatar,Senegal,1,3,0,0,0,4,away_win,1,0.0
2022,Qatar,2022-11-25,Group stage,"Khalifa International Stadium, Doha",44833,Netherlands,Ecuador,1,1,0,0,0,2,draw,0,
2022,Qatar,2022-11-25,Group stage,"Al Bayt Stadium, Al Khor",68463,England,United States,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-11-24,Group stage,"Al Janoub Stadium, Al Wakrah",39089,Switzerland,Cameroon,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-11-24,Group stage,"Education City Stadium, Doha",41663,Uruguay,Korea Republic,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-11-24,Group stage,"Stadium 974, Doha",42662,Portugal,Ghana,3,2,0,0,0,5,home_win,0,
2022,Qatar,2022-11-24,Group stage,"Lusail Iconic Stadium, Lusail",88103,Brazil,Serbia,2,0,0,0,0,2,home_win,0,
2022,Qatar,2022-11-23,Group stage,"Al Bayt Stadium, Al Khor",59407,Morocco,Croatia,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-11-23,Group stage,"Khalifa International Stadium, Doha",42608,Germany,Japan,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-11-23,Group stage,"Al Thumama Stadium, ath-Thumāma",40013,Spain,Costa Rica,7,0,0,0,0,7,home_win,0,
2022,Qatar,2022-11-23,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",40432,Belgium,Canada,1,0,0,0,0,1,home_win,0,
2022,Qatar,2022-11-22,Group stage,"Lusail Iconic Stadium, Lusail",88012,Argentina,Saudi Arabia,1,2,0,0,0,3,away_win,0,
2022,Qatar,2022-11-22,Group stage,"Education City Stadium, Doha",42925,Denmark,Tunisia,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-11-22,Group stage,"Stadium 974, Doha",39369,Mexico,Poland,0,0,0,0,0,0,draw,0,
2022,Qatar,2022-11-22,Group stage,"Al Janoub Stadium, Al Wakrah",40875,France,Australia,4,1,0,0,0,5,home_win,0,
2022,Qatar,2022-11-21,Group stage,"Khalifa International Stadium, Doha",45334,England,IR Iran,6,2,0,0,0,8,home_win,0,
2022,Qatar,2022-11-21,Group stage,"Al Thumama Stadium, ath-Thumāma",41721,Senegal,Netherlands,0,2,0,0,0,2,away_win,0,
2022,Qatar,2022-11-21,Group stage,"Ahmed bin Ali Stadium, Umm al-Afā'ī",43418,United States,Wales,1,1,0,0,0,2,draw,0,
2022,Qatar,2022-11-20,Group stage,"Al Bayt Stadium, Al Khor",67372,Qatar,Ecuador,0,2,0,0,0,2,away_win,1,0.0
2018,Russia,2018-07-15,Final,"Olimpiyskiy stadion Luzhniki, Moskva",78011,France,Croatia,4,2,0,0,0,6,home_win,0,
2018,Russia,2018-07-14,Third-place match,"Gazprom Arena, Sankt-Petersburg",64406,Belgium,England,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-07-11,Semi-finals,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Croatia,England,2,1,0,0,0,3,home_win,0,
2018,Russia,2018-07-10,Semi-finals,"Gazprom Arena, Sankt-Petersburg",64286,France,Belgium,1,0,0,0,0,1,home_win,0,
2018,Russia,2018-07-07,Quarter-finals,"Cosmos Arena, Samara",39991,Sweden,England,0,2,0,0,0,2,away_win,0,
2018,Russia,2018-07-07,Quarter-finals,"Olimpiyskiy Stadion Fisht, Sochi",44287,Russia,Croatia,2,2,1,0,0,4,draw,1,0.0
2018,Russia,2018-07-06,Quarter-finals,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Uruguay,France,0,2,0,0,0,2,away_win,0,
2018,Russia,2018-07-06,Quarter-finals,"Kazan Arena, Kazan",42873,Brazil,Belgium,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-07-03,Round of 16,"Gazprom Arena, Sankt-Petersburg",64042,Sweden,Switzerland,1,0,0,0,1,1,home_win,0,
2018,Russia,2018-07-03,Round of 16,"Otkrytie Arena, Moskva",44190,Colombia,England,1,1,1,0,0,2,draw,0,
2018,Russia,2018-07-02,Round of 16,"Cosmos Arena, Samara",41970,Brazil,Mexico,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-07-02,Round of 16,"Rostov Arena, Rostov-na-Donu",41466,Belgium,Japan,3,2,0,0,0,5,home_win,0,
2018,Russia,2018-07-01,Round of 16,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Spain,Russia,1,1,1,0,0,2,draw,1,0.0
2018,Russia,2018-07-01,Round of 16,"Stadion Nizhny Novgorod, Nizhny Novgorod",40851,Croatia,Denmark,1,1,1,0,0,2,draw,0,
2018,Russia,2018-06-30,Round of 16,"Kazan Arena, Kazan",42873,France,Argentina,4,3,0,0,0,7,home_win,0,
2018,Russia,2018-06-30,Round of 16,"Olimpiyskiy Stadion Fisht, Sochi",44287,Uruguay,Portugal,2,1,0,0,0,3,home_win,0,
2018,Russia,2018-06-28,Group stage,"Volgograd Arena, Volgograd",42189,Japan,Poland,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-28,Group stage,"Cosmos Arena, Samara",41970,Senegal,Colombia,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-28,Group stage,"Kaliningrad Stadium, Kaliningrad",33973,England,Belgium,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-28,Group stage,"Mordovia Arena, Saransk",37168,Panama,Tunisia,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-27,Group stage,"Kazan Arena, Kazan",41835,Korea Republic,Germany,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-06-27,Group stage,"Stadion Central'nyj, Yekaterinburg",33061,Mexico,Sweden,0,3,0,0,0,3,away_win,0,
2018,Russia,2018-06-27,Group stage,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Switzerland,Costa Rica,2,2,0,0,0,4,draw,0,
2018,Russia,2018-06-27,Group stage,"Otkrytie Arena, Moskva",44190,Serbia,Brazil,0,2,0,0,0,2,away_win,0,
2018,Russia,2018-06-26,Group stage,"Olimpiyskiy Stadion Fisht, Sochi",44073,Australia,Peru,0,2,0,0,0,2,away_win,0,
2018,Russia,2018-06-26,Group stage,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Denmark,France,0,0,0,0,0,0,draw,0,
2018,Russia,2018-06-26,Group stage,"Rostov Arena, Rostov-na-Donu",43472,Iceland,Croatia,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-26,Group stage,"Gazprom Arena, Sankt-Petersburg",64468,Nigeria,Argentina,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-25,Group stage,"Volgograd Arena, Volgograd",36823,Saudi Arabia,Egypt,2,1,0,0,0,3,home_win,0,
2018,Russia,2018-06-25,Group stage,"Cosmos Arena, Samara",41970,Uruguay,Russia,3,0,0,0,0,3,home_win,1,0.0
2018,Russia,2018-06-25,Group stage,"Kaliningrad Stadium, Kaliningrad",33973,Spain,Morocco,2,2,0,0,0,4,draw,0,
2018,Russia,2018-06-25,Group stage,"Mordovia Arena, Saransk",41685,IR Iran,Portugal,1,1,0,0,0,2,draw,0,
2018,Russia,2018-06-24,Group stage,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,England,Panama,6,1,0,0,0,7,home_win,0,
2018,Russia,2018-06-24,Group stage,"Stadion Central'nyj, Yekaterinburg",32572,Japan,Senegal,2,2,0,0,0,4,draw,0,
2018,Russia,2018-06-24,Group stage,"Kazan Arena, Kazan",42873,Poland,Colombia,0,3,0,0,0,3,away_win,0,
2018,Russia,2018-06-23,Group stage,"Otkrytie Arena, Moskva",44190,Belgium,Tunisia,5,2,0,0,0,7,home_win,0,
2018,Russia,2018-06-23,Group stage,"Rostov Arena, Rostov-na-Donu",43472,Korea Republic,Mexico,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-23,Group stage,"Olimpiyskiy Stadion Fisht, Sochi",44287,Germany,Sweden,2,1,0,0,0,3,home_win,0,
2018,Russia,2018-06-22,Group stage,"Gazprom Arena, Sankt-Petersburg",64468,Brazil,Costa Rica,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-06-22,Group stage,"Volgograd Arena, Volgograd",40904,Nigeria,Iceland,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-06-22,Group stage,"Kaliningrad Stadium, Kaliningrad",33167,Serbia,Switzerland,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-21,Group stage,"Cosmos Arena, Samara",40727,Denmark,Australia,1,1,0,0,0,2,draw,0,
2018,Russia,2018-06-21,Group stage,"Stadion Central'nyj, Yekaterinburg",32789,France,Peru,1,0,0,0,0,1,home_win,0,
2018,Russia,2018-06-21,Group stage,"Stadion Nizhny Novgorod, Nizhny Novgorod",43319,Argentina,Croatia,0,3,0,0,0,3,away_win,0,
2018,Russia,2018-06-20,Group stage,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Portugal,Morocco,1,0,0,0,0,1,home_win,0,
2018,Russia,2018-06-20,Group stage,"Rostov Arena, Rostov-na-Donu",42678,Uruguay,Saudi Arabia,1,0,0,0,0,1,home_win,0,
2018,Russia,2018-06-20,Group stage,"Kazan Arena, Kazan",42718,IR Iran,Spain,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-19,Group stage,"Mordovia Arena, Saransk",40842,Colombia,Japan,1,2,0,1,0,3,away_win,0,
2018,Russia,2018-06-19,Group stage,"Otkrytie Arena, Moskva",44190,Poland,Senegal,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-19,Group stage,"Gazprom Arena, Sankt-Petersburg",64468,Russia,Egypt,3,1,0,0,0,4,home_win,1,1.0
2018,Russia,2018-06-18,Group stage,"Stadion Nizhny Novgorod, Nizhny Novgorod",42300,Sweden,Korea Republic,1,0,0,0,0,1,home_win,0,
2018,Russia,2018-06-18,Group stage,"Olimpiyskiy Stadion Fisht, Sochi",43257,Belgium,Panama,3,0,0,0,0,3,home_win,0,
2018,Russia,2018-06-18,Group stage,"Volgograd Arena, Volgograd",41064,Tunisia,England,1,2,0,0,0,3,away_win,0,
2018,Russia,2018-06-17,Group stage,"Cosmos Arena, Samara",41432,Costa Rica,Serbia,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-17,Group stage,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Germany,Mexico,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-17,Group stage,"Rostov Arena, Rostov-na-Donu",43109,Brazil,Switzerland,1,1,0,0,0,2,draw,0,
2018,Russia,2018-06-16,Group stage,"Kazan Arena, Kazan",41279,France,Australia,2,1,0,0,0,3,home_win,0,
2018,Russia,2018-06-16,Group stage,"Otkrytie Arena, Moskva",44190,Argentina,Iceland,1,1,0,0,0,2,draw,0,
2018,Russia,2018-06-16,Group stage,"Mordovia Arena, Saransk",40502,Peru,Denmark,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-16,Group stage,"Kaliningrad Stadium, Kaliningrad",31136,Croatia,Nigeria,2,0,0,0,0,2,home_win,0,
2018,Russia,2018-06-15,Group stage,"Stadion Central'nyj, Yekaterinburg",27015,Egypt,Uruguay,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-15,Group stage,"Gazprom Arena, Sankt-Petersburg",62548,Morocco,IR Iran,0,1,0,0,0,1,away_win,0,
2018,Russia,2018-06-15,Group stage,"Olimpiyskiy Stadion Fisht, Sochi",43866,Portugal,Spain,3,3,0,0,0,6,draw,0,
2018,Russia,2018-06-14,Group stage,"Olimpiyskiy stadion Luzhniki, Moskva",78011,Russia,Saudi Arabia,5,0,0,0,0,5,home_win,1,1.0
2014,Brazil,2014-07-13,Final,"Estadio Jornalista Mário Filho, Rio de Janeiro",74738,Germany,Argentina,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-07-12,Third-place match,"Estádio Nacional de Brasília, Brasília",68034,Brazil,Netherlands,0,3,0,0,0,3,away_win,1,0.0
2014,Brazil,2014-07-09,Semi-finals,"Arena Corinthians, São Paulo",63267,Netherlands,Argentina,0,0,1,0,0,0,draw,0,
2014,Brazil,2014-07-08,Semi-finals,"Estádio Governador Magalhães Pinto, Belo Horizonte",58141,Brazil,Germany,1,7,0,0,0,8,away_win,1,0.0
2014,Brazil,2014-07-05,Quarter-finals,"Estádio Nacional de Brasília, Brasília",68551,Argentina,Belgium,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-07-05,Quarter-finals,"Itaipava Arena Fonte Nova, Salvador",51179,Netherlands,Costa Rica,0,0,1,0,0,0,draw,0,
2014,Brazil,2014-07-04,Quarter-finals,"Estadio Jornalista Mário Filho, Rio de Janeiro",74240,France,Germany,0,1,0,0,0,1,away_win,0,
2014,Brazil,2014-07-04,Quarter-finals,"Estádio Castelão, Fortaleza",60342,Brazil,Colombia,2,1,0,0,0,3,home_win,1,1.0
2014,Brazil,2014-07-01,Round of 16,"Arena Corinthians, São Paulo",63255,Argentina,Switzerland,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-07-01,Round of 16,"Itaipava Arena Fonte Nova, Salvador",51227,Belgium,United States,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-30,Round of 16,"Estádio Nacional de Brasília, Brasília",67882,France,Nigeria,2,0,0,0,0,2,home_win,0,
2014,Brazil,2014-06-30,Round of 16,"Estádio José Pinheiro Borba, Porto Alegre",43063,Germany,Algeria,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-29,Round of 16,"Estádio Castelão, Fortaleza",58817,Netherlands,Mexico,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-29,Round of 16,"Itaipava Arena Pernambuco, Recife",41242,Costa Rica,Greece,1,1,1,0,0,2,draw,0,
2014,Brazil,2014-06-28,Round of 16,"Estádio Governador Magalhães Pinto, Belo Horizonte",57714,Brazil,Chile,1,1,1,0,0,2,draw,1,0.0
2014,Brazil,2014-06-28,Round of 16,"Estadio Jornalista Mário Filho, Rio de Janeiro",73804,Colombia,Uruguay,2,0,0,0,0,2,home_win,0,
2014,Brazil,2014-06-26,Group stage,"Itaipava Arena Pernambuco, Recife",41876,United States,Germany,0,1,0,0,0,1,away_win,0,
2014,Brazil,2014-06-26,Group stage,"Estádio Nacional de Brasília, Brasília",67540,Portugal,Ghana,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-26,Group stage,"Arena Corinthians, São Paulo",61397,Korea Republic,Belgium,0,1,0,0,1,1,away_win,0,
2014,Brazil,2014-06-26,Group stage,"Estádio Joaquim Américo Guimarães, Curitiba",39311,Algeria,Russia,1,1,0,0,0,2,draw,0,
2014,Brazil,2014-06-25,Group stage,"Itaipava Arena Fonte Nova, Salvador",48011,Bosnia and Herzegovina,IR Iran,3,1,0,0,0,4,home_win,0,
2014,Brazil,2014-06-25,Group stage,"Estádio José Pinheiro Borba, Porto Alegre",43285,Nigeria,Argentina,2,3,0,0,0,5,away_win,0,
2014,Brazil,2014-06-25,Group stage,"Arena da Amazônia, Manaus",40322,Honduras,Switzerland,0,3,0,0,0,3,away_win,0,
2014,Brazil,2014-06-25,Group stage,"Estadio Jornalista Mário Filho, Rio de Janeiro",73749,Ecuador,France,0,0,0,1,0,0,draw,0,
2014,Brazil,2014-06-24,Group stage,"Estádio Governador Magalhães Pinto, Belo Horizonte",57823,Costa Rica,England,0,0,0,0,0,0,draw,0,
2014,Brazil,2014-06-24,Group stage,"Arena das Dunas, Natal",39706,Italy,Uruguay,0,1,0,1,0,1,away_win,0,
2014,Brazil,2014-06-24,Group stage,"Arena Pantanal, Cuiabá",40340,Japan,Colombia,1,4,0,0,0,5,away_win,0,
2014,Brazil,2014-06-24,Group stage,"Estádio Castelão, Fortaleza",59095,Greece,Côte d'Ivoire,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-23,Group stage,"Estádio Joaquim Américo Guimarães, Curitiba",39375,Australia,Spain,0,3,0,0,0,3,away_win,0,
2014,Brazil,2014-06-23,Group stage,"Arena Corinthians, São Paulo",62996,Netherlands,Chile,2,0,0,0,0,2,home_win,0,
2014,Brazil,2014-06-23,Group stage,"Itaipava Arena Pernambuco, Recife",41212,Croatia,Mexico,1,3,0,1,0,4,away_win,0,
2014,Brazil,2014-06-23,Group stage,"Estádio Nacional de Brasília, Brasília",69112,Cameroon,Brazil,1,4,0,0,0,5,away_win,1,1.0
2014,Brazil,2014-06-22,Group stage,"Estadio Jornalista Mário Filho, Rio de Janeiro",73819,Belgium,Russia,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-06-22,Group stage,"Estádio José Pinheiro Borba, Porto Alegre",42732,Korea Republic,Algeria,2,4,0,0,0,6,away_win,0,
2014,Brazil,2014-06-22,Group stage,"Arena da Amazônia, Manaus",40123,United States,Portugal,2,2,0,0,0,4,draw,0,
2014,Brazil,2014-06-21,Group stage,"Estádio Governador Magalhães Pinto, Belo Horizonte",57698,Argentina,IR Iran,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-06-21,Group stage,"Estádio Castelão, Fortaleza",59621,Germany,Ghana,2,2,0,0,0,4,draw,0,
2014,Brazil,2014-06-21,Group stage,"Arena Pantanal, Cuiabá",40499,Nigeria,Bosnia and Herzegovina,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-06-20,Group stage,"Itaipava Arena Pernambuco, Recife",40285,Italy,Costa Rica,0,1,0,0,0,1,away_win,0,
2014,Brazil,2014-06-20,Group stage,"Itaipava Arena Fonte Nova, Salvador",51003,Switzerland,France,2,5,0,0,0,7,away_win,0,
2014,Brazil,2014-06-20,Group stage,"Estádio Joaquim Américo Guimarães, Curitiba",39224,Honduras,Ecuador,1,2,0,0,0,3,away_win,0,
2014,Brazil,2014-06-19,Group stage,"Estádio Nacional de Brasília, Brasília",68748,Colombia,Côte d'Ivoire,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-19,Group stage,"Arena Corinthians, São Paulo",62575,Uruguay,England,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-19,Group stage,"Arena das Dunas, Natal",39485,Japan,Greece,0,0,0,0,0,0,draw,0,
2014,Brazil,2014-06-18,Group stage,"Estádio José Pinheiro Borba, Porto Alegre",42877,Australia,Netherlands,2,3,0,0,0,5,away_win,0,
2014,Brazil,2014-06-18,Group stage,"Estadio Jornalista Mário Filho, Rio de Janeiro",74101,Spain,Chile,0,2,0,0,0,2,away_win,0,
2014,Brazil,2014-06-18,Group stage,"Arena da Amazônia, Manaus",39982,Cameroon,Croatia,0,4,0,1,0,4,away_win,0,
2014,Brazil,2014-06-17,Group stage,"Estádio Governador Magalhães Pinto, Belo Horizonte",56800,Belgium,Algeria,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-17,Group stage,"Estádio Castelão, Fortaleza",60342,Brazil,Mexico,0,0,0,0,0,0,draw,1,0.0
2014,Brazil,2014-06-17,Group stage,"Arena Pantanal, Cuiabá",37603,Russia,Korea Republic,1,1,0,0,0,2,draw,0,
2014,Brazil,2014-06-16,Group stage,"Itaipava Arena Fonte Nova, Salvador",51081,Germany,Portugal,4,0,0,0,1,4,home_win,0,
2014,Brazil,2014-06-16,Group stage,"Estádio Joaquim Américo Guimarães, Curitiba",39081,IR Iran,Nigeria,0,0,0,0,0,0,draw,0,
2014,Brazil,2014-06-16,Group stage,"Arena das Dunas, Natal",39760,Ghana,United States,1,2,0,0,0,3,away_win,0,
2014,Brazil,2014-06-15,Group stage,"Estádio Nacional de Brasília, Brasília",68351,Switzerland,Ecuador,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-15,Group stage,"Estádio José Pinheiro Borba, Porto Alegre",43012,France,Honduras,3,0,0,0,0,3,home_win,0,
2014,Brazil,2014-06-15,Group stage,"Estadio Jornalista Mário Filho, Rio de Janeiro",74738,Argentina,Bosnia and Herzegovina,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-14,Group stage,"Estádio Governador Magalhães Pinto, Belo Horizonte",57174,Colombia,Greece,3,0,0,0,0,3,home_win,0,
2014,Brazil,2014-06-14,Group stage,"Estádio Castelão, Fortaleza",58679,Uruguay,Costa Rica,1,3,0,1,0,4,away_win,0,
2014,Brazil,2014-06-14,Group stage,"Arena da Amazônia, Manaus",39800,England,Italy,1,2,0,0,0,3,away_win,0,
2014,Brazil,2014-06-14,Group stage,"Itaipava Arena Pernambuco, Recife",40267,Côte d'Ivoire,Japan,2,1,0,0,0,3,home_win,0,
2014,Brazil,2014-06-13,Group stage,"Arena das Dunas, Natal",39216,Mexico,Cameroon,1,0,0,0,0,1,home_win,0,
2014,Brazil,2014-06-13,Group stage,"Itaipava Arena Fonte Nova, Salvador",48173,Spain,Netherlands,1,5,0,0,0,6,away_win,0,
2014,Brazil,2014-06-13,Group stage,"Arena Pantanal, Cuiabá",40275,Chile,Australia,3,1,0,0,0,4,home_win,0,
2014,Brazil,2014-06-12,Group stage,"Arena Corinthians, São Paulo",62103,Brazil,Croatia,3,1,0,0,0,4,home_win,1,1.0
2010,South Africa,2010-07-11,Final,"Soccer City, Johannesburg",84490,Netherlands,Spain,0,1,0,0,0,1,away_win,0,
2010,South Africa,2010-07-10,Third-place match,"Nelson Mandela Bay Stadium, Port Elizabeth",36254,Uruguay,Germany,2,3,0,0,0,5,away_win,0,
